Bsmt Qual,1st Flr SF,Garage Area,Gr Liv Area,Overall Qual,Neighborhood,House Style,Exterior 1st,Mas Vnr Type,Foundation,Garage Type,Age,SalePrice
5,1476,736.0,2153,9,20,2Story,VinylSd,BrkFace,PConc,Attchd,9,313000
3,897,570.0,1336,4,2,1.5Fin,MetalSd,None,CBlock,CarPort,86,108000
4,760,397.0,1656,7,5,2Story,VinylSd,Stone,PConc,BuiltIn,5,165400
4,795,473.0,1499,6,20,2Story,VinylSd,BrkFace,PConc,Attchd,11,187000
4,1490,810.0,2794,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,14,403000
3,1118,551.0,2030,6,16,2Story,Plywood,BrkFace,CBlock,Attchd,31,195000
3,1254,525.0,1254,6,11,SLvl,WdShing,BrkFace,CBlock,Attchd,46,158500
4,1091,586.0,1989,8,20,2Story,VinylSd,BrkFace,PConc,Attchd,4,255000
3,1898,484.0,1898,5,19,1Story,BrkFace,None,PConc,Attchd,52,236500
3,988,360.0,988,5,11,1Story,HdBoard,BrkFace,CBlock,Detchd,41,129250
3,1801,484.0,1801,7,19,1Story,BrkFace,None,CBlock,Attchd,51,289000
0,936,484.0,1872,5,13,2Story,Plywood,None,CBlock,Attchd,32,100000
4,1531,560.0,2439,8,20,2Story,VinylSd,BrkFace,PConc,Attchd,6,275000
4,886,560.0,1764,8,20,2Story,VinylSd,BrkFace,PConc,Attchd,9,207000
3,1200,884.0,1200,5,11,1Story,MetalSd,BrkFace,CBlock,Detchd,41,146000
3,494,264.0,1030,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,34,116000
4,1057,645.0,2034,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,12,219500
4,1405,478.0,1405,7,27,1Story,VinylSd,Stone,PConc,Attchd,6,173000
3,1229,284.0,1229,4,5,1Story,VinylSd,None,CBlock,Attchd,53,135000
4,992,610.0,1932,7,20,2Story,VinylSd,None,PConc,Attchd,4,213000
3,1299,494.0,1299,6,7,1Story,VinylSd,None,CBlock,Attchd,53,150000
5,1402,648.0,1402,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,1,194201
4,1504,457.0,1504,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,4,181000
3,1442,301.0,1442,6,11,1Story,MetalSd,BrkFace,CBlock,Attchd,49,157900
4,951,586.0,1779,7,20,2Story,VinylSd,None,PConc,Attchd,7,217000
4,1082,1043.0,1953,8,22,2Story,VinylSd,None,PConc,Attchd,4,252000
4,872,529.0,1909,7,20,2Story,VinylSd,None,PConc,BuiltIn,4,197000
4,868,436.0,1630,7,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,5,189500
3,686,280.0,1250,5,5,1.5Fin,Stucco,None,BrkTil,Detchd,88,116000
3,1328,528.0,1328,6,16,1Story,HdBoard,BrkFace,CBlock,Attchd,47,143000
3,988,276.0,988,5,11,1Story,MetalSd,None,CBlock,Attchd,57,119000
3,854,240.0,1278,6,11,1.5Fin,MetalSd,None,CBlock,Attchd,54,127500
4,858,615.0,1716,6,22,2Story,VinylSd,None,PConc,Attchd,1,200825
3,498,216.0,498,2,5,1Story,MetalSd,None,BrkTil,Detchd,84,35000
4,1420,1314.0,2840,7,16,2Story,Plywood,BrkFace,PConc,Attchd,30,292500
3,483,280.0,987,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,38,106000
2,756,440.0,756,4,7,1Story,Wd Sdng,None,BrkTil,Detchd,83,85000
5,1712,701.0,1712,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,7,286500
4,1069,440.0,1069,6,12,1Story,Plywood,None,CBlock,Attchd,33,127500
4,1335,575.0,1335,7,22,1Story,VinylSd,None,PConc,Attchd,1,210400
5,1518,588.0,1518,8,27,1Story,MetalSd,BrkFace,PConc,Attchd,5,274000
4,920,612.0,1780,8,21,2Story,VinylSd,None,PConc,Attchd,1,264966
3,866,264.0,1484,4,2,1.5Fin,Wd Sdng,None,CBlock,Detchd,97,50000
2,966,416.0,1652,5,4,1.5Fin,MetalSd,None,PConc,Detchd,95,139000
4,1271,564.0,2503,7,24,2Story,HdBoard,BrkFace,PConc,Attchd,17,300000
4,2000,538.0,2704,8,11,SLvl,Plywood,None,CBlock,Attchd,37,345000
4,1592,484.0,1592,8,20,1Story,HdBoard,BrkFace,PConc,Attchd,13,228000
4,754,400.0,1394,7,14,SLvl,VinylSd,None,PConc,BuiltIn,4,165500
3,810,210.0,1328,4,4,2Story,MetalSd,None,CBlock,Detchd,81,107000
5,1593,682.0,1593,8,28,1Story,CemntBd,None,PConc,Attchd,7,286000
3,720,0.0,720,4,2,1Story,Wd Sdng,None,CBlock,None,89,34900
3,912,288.0,912,5,11,1Story,Wd Sdng,None,CBlock,Attchd,42,115000
4,1456,400.0,1456,8,18,1Story,VinylSd,BrkFace,PConc,Attchd,3,215000
3,1272,216.0,1944,7,4,2Story,Wd Sdng,None,BrkTil,Detchd,94,179900
4,1502,528.0,1502,8,28,1Story,HdBoard,None,PConc,Attchd,25,212000
4,1074,527.0,2064,8,14,2Story,VinylSd,BrkFace,PConc,Attchd,1,250000
3,1042,225.0,1576,5,6,1.5Fin,MetalSd,None,BrkTil,Detchd,78,149000
4,773,431.0,1658,6,14,2Story,HdBoard,None,PConc,Attchd,13,188000
3,713,371.0,713,3,4,1Story,VinylSd,None,PConc,Detchd,76,99800
3,1576,704.0,2554,7,4,2Story,Wd Sdng,None,BrkTil,Detchd,117,159500
4,744,400.0,1374,7,14,SLvl,VinylSd,None,PConc,BuiltIn,6,184500
5,1482,868.0,2574,8,20,2Story,CemntBd,Stone,PConc,BuiltIn,0,276000
4,804,440.0,1548,6,12,2Story,Plywood,None,CBlock,Detchd,31,155000
3,1404,504.0,1404,5,13,1Story,HdBoard,BrkFace,CBlock,Attchd,40,160000
3,720,480.0,1440,5,11,2Story,HdBoard,None,CBlock,Attchd,42,157500
4,1803,482.0,1803,8,13,1Story,VinylSd,None,PConc,Attchd,16,285000
3,1272,0.0,2200,5,5,1.5Fin,MetalSd,None,CBlock,None,108,145900
4,1302,472.0,2037,7,15,SLvl,VinylSd,None,PConc,Attchd,12,229000
0,896,280.0,896,4,6,1Story,MetalSd,None,PConc,Detchd,62,79000
3,845,580.0,1281,4,4,1.5Fin,MetalSd,None,CBlock,Detchd,82,128500
4,1079,885.0,1976,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,8,286000
4,945,470.0,1608,6,14,2Story,VinylSd,None,PConc,Attchd,12,189500
0,1210,616.0,1210,5,11,1Story,Wd Sdng,BrkFace,Slab,Attchd,56,102900
3,1030,363.0,1612,5,6,1.5Fin,MetalSd,None,CBlock,Detchd,60,128500
3,1216,371.0,1728,5,11,1.5Fin,MetalSd,None,CBlock,Attchd,54,156000
4,1133,642.0,2482,8,21,2Story,VinylSd,BrkFace,PConc,BuiltIn,2,281213
4,2069,505.0,2069,7,11,1Story,Wd Sdng,None,CBlock,Attchd,48,242000
3,1478,498.0,1478,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,49,157500
4,806,616.0,1724,7,5,2Story,HdBoard,BrkFace,PConc,BuiltIn,3,196500
4,1425,591.0,1425,7,20,1Story,VinylSd,None,PConc,Attchd,8,193000
3,899,280.0,1322,5,6,1.5Fin,Wd Sdng,None,BrkTil,Detchd,68,132000
3,848,576.0,1428,7,4,2Story,AsbShng,None,Stone,Detchd,106,139900
3,1194,312.0,1194,6,11,1Story,MetalSd,BrkFace,CBlock,Attchd,51,148000
5,895,774.0,1818,8,27,2Story,VinylSd,Stone,PConc,Attchd,0,281500
4,1718,916.0,2956,8,27,2Story,VinylSd,BrkFace,PConc,BuiltIn,3,342000
3,1210,528.0,1210,6,13,SLvl,Plywood,BrkFace,CBlock,Attchd,31,148000
4,1001,490.0,1641,5,7,1.5Fin,HdBoard,None,CBlock,Detchd,36,140000
3,1053,750.0,1053,5,11,1Story,Plywood,BrkFace,CBlock,2Types,48,150000
5,1064,576.0,2125,7,26,2Story,VinylSd,None,PConc,Attchd,12,279500
4,1072,525.0,1072,6,5,SFoyer,VinylSd,Stone,PConc,Basment,2,140000
3,1664,616.0,1664,6,13,1Story,Plywood,None,CBlock,2Types,28,145000
4,1337,511.0,1337,7,11,1Story,MetalSd,None,PConc,Attchd,11,184000
4,1226,484.0,1226,8,17,1Story,Wd Sdng,None,CBlock,Attchd,32,206000
3,546,253.0,1092,4,1,2Story,CemntBd,None,CBlock,Attchd,35,85500
3,849,240.0,1660,6,19,2Story,Stucco,None,CBlock,Detchd,74,188700
3,1671,484.0,1671,6,16,1Story,VinylSd,BrkFace,PConc,Attchd,31,200000
4,1061,462.0,1061,7,15,SLvl,HdBoard,None,PConc,Attchd,19,162000
3,672,240.0,672,5,7,1Story,Wd Sdng,None,PConc,Detchd,68,108000
4,1621,478.0,1621,5,16,1Story,HdBoard,BrkFace,CBlock,Attchd,34,213000
5,1734,928.0,1734,8,27,1Story,VinylSd,Stone,PConc,Attchd,0,318000
3,1075,360.0,2138,5,4,2.5Unf,AsbShng,None,PConc,Detchd,111,106000
3,1337,795.0,2009,6,5,2Story,WdShing,None,PConc,2Types,78,235000
3,1225,0.0,1225,4,11,1Story,Plywood,None,CBlock,None,51,128950
3,1362,504.0,1362,6,11,1Story,WdShing,BrkCmn,CBlock,Attchd,47,163000
3,756,240.0,1134,5,5,1.5Fin,MetalSd,None,BrkTil,Detchd,67,126000
4,1362,484.0,2082,7,4,1.5Fin,VinylSd,None,PConc,Detchd,5,200000
3,874,315.0,1524,5,11,1.5Fin,MetalSd,BrkFace,CBlock,Attchd,49,144000
3,1800,0.0,1800,5,11,1Story,BrkFace,None,CBlock,None,46,141000
4,1411,758.0,2582,8,26,2Story,VinylSd,None,PConc,Attchd,9,322500
4,1661,598.0,1661,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,12,224900
3,1072,528.0,1576,5,6,2Story,Wd Sdng,None,CBlock,Attchd,86,223500
3,960,288.0,960,4,5,1Story,AsbShng,None,CBlock,Basment,53,112000
3,926,470.0,1604,6,14,2Story,VinylSd,None,PConc,Attchd,11,187500
2,904,0.0,904,1,5,1Story,Wd Sdng,None,BrkTil,None,87,61000
3,684,528.0,1196,6,5,1.5Fin,Wd Sdng,None,BrkTil,Detchd,89,110000
3,729,0.0,729,3,6,1Story,VinylSd,None,CBlock,None,73,52000
4,1362,460.0,1362,6,27,1Story,VinylSd,Stone,PConc,Attchd,2,207000
3,1024,0.0,1964,5,8,2Story,MetalSd,None,PConc,None,97,130000
0,1296,516.0,1296,4,7,1Story,MetalSd,None,Slab,CarPort,39,90000
4,624,440.0,1287,5,13,2Story,HdBoard,None,PConc,Detchd,17,130000
2,936,576.0,1252,5,6,1.5Fin,AsbShng,None,PConc,Attchd,98,127000
5,1905,788.0,1905,9,22,1Story,VinylSd,Stone,PConc,Attchd,1,320000
3,1130,720.0,1130,5,4,1Story,Stucco,None,BrkTil,Detchd,86,120000
4,831,484.0,1659,7,15,2Story,VinylSd,BrkFace,PConc,Attchd,6,181000
3,894,400.0,894,4,5,1Story,MetalSd,None,CBlock,Detchd,53,110000
2,1101,0.0,1701,4,4,2Story,AsbShng,None,BrkTil,None,89,94550
4,869,0.0,869,4,6,1Story,Wd Sdng,None,PConc,None,83,85500
4,1008,678.0,1008,5,13,SFoyer,Plywood,BrkFace,PConc,Attchd,30,153500
0,1733,452.0,1733,3,5,1Story,BrkFace,None,Slab,Attchd,54,139600
3,1568,440.0,1568,5,11,1Story,HdBoard,None,CBlock,Attchd,42,143000
4,2053,666.0,3238,8,26,1.5Fin,VinylSd,BrkFace,PConc,Attchd,15,410000
4,928,492.0,1772,6,20,2Story,VinylSd,BrkFace,PConc,Attchd,11,200000
3,864,312.0,864,5,11,1Story,HdBoard,None,PConc,Attchd,42,130000
3,892,240.0,1639,6,5,2Story,MetalSd,None,CBlock,Detchd,63,154400
3,1175,831.0,2715,8,16,2Story,VinylSd,BrkFace,CBlock,BuiltIn,32,299800
3,687,226.0,1112,5,5,1.5Fin,MetalSd,None,PConc,Detchd,75,63000
3,1347,551.0,1347,5,4,1Story,MetalSd,None,CBlock,Detchd,53,143000
3,964,784.0,964,5,11,1Story,VinylSd,BrkFace,CBlock,Detchd,46,137500
4,1542,619.0,2872,6,16,2Story,HdBoard,BrkFace,CBlock,Attchd,31,272000
4,1167,400.0,1167,6,14,1Story,HdBoard,BrkFace,PConc,Attchd,17,173000
4,1524,478.0,1524,7,23,1Story,Plywood,None,CBlock,Attchd,29,245000
4,936,672.0,936,5,4,SFoyer,MetalSd,BrkFace,CBlock,Detchd,27,140000
5,1282,792.0,2696,7,20,2Story,VinylSd,Stone,PConc,BuiltIn,0,383970
3,1482,609.0,1482,4,5,1Story,Wd Sdng,BrkFace,CBlock,2Types,52,125000
4,768,396.0,768,5,20,SFoyer,HdBoard,None,CBlock,Detchd,37,133000
4,1468,898.0,1468,8,22,1Story,VinylSd,Stone,PConc,Attchd,1,244600
3,1044,372.0,1044,5,11,1Story,HdBoard,None,CBlock,Attchd,40,139000
3,1036,312.0,1036,5,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,55,112900
3,680,330.0,1360,5,4,2Story,AsbShng,None,BrkTil,Attchd,98,111000
3,1392,458.0,1392,6,11,1Story,HdBoard,BrkFace,CBlock,Attchd,51,166000
4,975,576.0,1950,7,22,2Story,VinylSd,BrkFace,PConc,Detchd,10,239000
4,1344,784.0,1344,7,13,SFoyer,VinylSd,BrkFace,PConc,Attchd,11,209200
4,1484,487.0,1484,5,16,1Story,Plywood,None,CBlock,Attchd,36,175000
4,1760,583.0,1760,7,27,1Story,VinylSd,BrkFace,PConc,Attchd,6,269500
4,1037,400.0,2322,7,14,2Story,VinylSd,None,PConc,BuiltIn,9,225000
4,1742,564.0,1742,8,28,1Story,HdBoard,None,PConc,Attchd,21,275000
3,968,240.0,1376,5,11,1.5Fin,WdShing,None,CBlock,Attchd,66,105000
3,1086,484.0,1086,5,11,SLvl,VinylSd,BrkFace,CBlock,Attchd,40,159950
2,808,180.0,1656,5,4,1.5Fin,HdBoard,None,CBlock,Detchd,93,135000
4,2122,938.0,2122,8,27,1Story,VinylSd,None,PConc,Attchd,0,345474
3,1008,0.0,1522,5,8,1.5Fin,Wd Sdng,None,BrkTil,None,80,102000
4,1696,625.0,1696,7,19,1Story,Plywood,BrkFace,CBlock,Attchd,36,198000
5,1050,836.0,2078,8,22,2Story,VinylSd,Stone,PConc,Attchd,1,339750
2,1096,566.0,1466,5,4,1.5Fin,Wd Sdng,None,CBlock,Attchd,70,170000
2,876,576.0,876,5,11,1Story,MetalSd,None,CBlock,Detchd,57,94000
4,851,578.0,1737,7,20,2Story,VinylSd,None,PConc,Attchd,0,203160
4,1662,711.0,1662,7,22,1Story,VinylSd,None,PConc,Attchd,3,291000
4,1010,390.0,2267,6,14,2Story,VinylSd,None,PConc,BuiltIn,7,200000
3,1584,506.0,1584,5,11,1Story,Plywood,None,CBlock,Detchd,39,119000
0,334,0.0,334,1,6,1Story,VinylSd,None,Slab,None,61,39300
3,796,0.0,796,4,2,1Story,AsbShng,None,BrkTil,None,86,55000
4,952,469.0,1812,7,22,2Story,VinylSd,None,PConc,Attchd,6,205000
3,525,264.0,1092,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,34,108000
3,1632,576.0,1632,5,13,1Story,HdBoard,None,CBlock,Attchd,40,143000
3,1687,672.0,3082,7,8,2.5Fin,Wd Sdng,None,BrkTil,Basment,89,197000
4,822,562.0,1665,7,22,2Story,CemntBd,None,PConc,Attchd,1,205950
3,1041,539.0,1743,6,16,2Story,HdBoard,BrkFace,CBlock,Attchd,39,175000
5,1072,552.0,2048,8,22,2Story,CemntBd,None,PConc,Detchd,4,301000
4,1314,626.0,1314,7,27,1Story,VinylSd,Stone,PConc,Attchd,2,230000
4,1405,478.0,1405,7,27,1Story,VinylSd,Stone,PConc,Attchd,3,171750
3,1027,0.0,1027,7,4,1Story,Stucco,None,CBlock,None,88,120000
3,741,180.0,1324,5,6,1.5Fin,MetalSd,None,BrkTil,Detchd,76,110000
3,1074,467.0,1074,6,5,1Story,Wd Sdng,None,CBlock,Attchd,60,144500
3,1422,576.0,1422,5,11,1Story,MetalSd,None,CBlock,Detchd,37,155000
3,1200,312.0,1200,6,4,1Story,Wd Sdng,None,BrkTil,Detchd,83,125000
3,930,624.0,1690,7,4,2Story,VinylSd,None,PConc,Detchd,99,156500
4,1212,492.0,1212,6,7,SLvl,HdBoard,BrkFace,CBlock,Attchd,29,151000
3,1105,308.0,1105,6,11,1Story,Plywood,Stone,CBlock,Detchd,52,135000
3,546,253.0,1092,4,1,2Story,CemntBd,None,CBlock,Attchd,34,79400
4,1358,484.0,1358,6,27,1Story,VinylSd,Stone,PConc,Attchd,4,213000
4,993,431.0,1908,8,21,2Story,VinylSd,None,PConc,Attchd,8,202900
4,882,546.0,1796,6,20,2Story,VinylSd,None,PConc,Attchd,9,211000
3,1800,0.0,1800,5,11,1Story,BrkFace,None,CBlock,None,47,130000
3,1160,216.0,1608,6,8,1.5Fin,WdShing,None,BrkTil,Detchd,84,137450
3,1620,490.0,1620,4,7,1Story,Plywood,None,CBlock,Attchd,33,150000
3,616,200.0,1111,5,5,1.5Fin,VinylSd,None,CBlock,Detchd,67,95000
4,757,440.0,1501,7,22,2Story,MetalSd,BrkFace,PConc,Detchd,9,179400
4,725,561.0,1588,5,22,2Story,VinylSd,None,CBlock,Attchd,0,212109
3,1235,480.0,1235,5,11,1Story,HdBoard,BrkCmn,CBlock,Attchd,45,98600
3,1325,576.0,1325,5,5,1Story,Wd Sdng,None,CBlock,Detchd,59,216000
4,1205,768.0,2234,8,26,2Story,VinylSd,BrkFace,PConc,BuiltIn,6,300000
5,1306,533.0,2260,7,23,2Story,Wd Sdng,None,PConc,Attchd,14,328000
3,576,288.0,1109,5,11,SLvl,MetalSd,BrkFace,CBlock,BuiltIn,36,139000
4,1000,575.0,1000,5,23,1Story,WdShing,None,CBlock,Attchd,43,164000
4,529,462.0,1045,6,10,2Story,MetalSd,None,CBlock,Detchd,27,123900
3,858,0.0,858,5,6,1Story,Wd Sdng,None,CBlock,None,52,116500
4,1337,522.0,1337,6,11,1Story,MetalSd,None,PConc,Attchd,10,177000
2,838,436.0,1315,4,2,1.5Fin,MetalSd,None,BrkTil,Detchd,49,99500
4,1326,427.0,1326,6,14,1Story,VinylSd,None,PConc,Attchd,0,174190
4,520,480.0,1200,7,22,2Story,MetalSd,None,PConc,Detchd,1,151000
4,848,420.0,848,6,20,1Story,VinylSd,BrkFace,PConc,Attchd,7,143750
4,796,336.0,796,5,13,SFoyer,MetalSd,None,CBlock,Detchd,37,131900
4,716,531.0,1432,5,13,2Story,Plywood,None,PConc,Attchd,30,157000
3,672,468.0,1344,5,2,2Story,VinylSd,None,CBlock,Detchd,89,147000
4,716,432.0,1432,7,14,2Story,VinylSd,None,PConc,Attchd,5,188500
4,1364,484.0,1364,7,27,1Story,VinylSd,Stone,PConc,Attchd,1,185850
3,984,310.0,984,5,7,1Story,HdBoard,None,CBlock,Attchd,41,126000
3,864,308.0,864,5,11,1Story,MetalSd,None,CBlock,Detchd,50,118000
5,1612,556.0,1612,9,28,1Story,MetalSd,BrkFace,PConc,Attchd,1,319900
3,1003,588.0,1003,6,13,SLvl,HdBoard,None,CBlock,Detchd,22,142500
3,1200,246.0,1200,5,11,1Story,Wd Sdng,None,CBlock,Attchd,59,129900
4,1368,474.0,1368,7,27,1Story,VinylSd,Stone,PConc,Attchd,1,202500
0,1640,394.0,1640,5,7,1Story,Wd Sdng,None,Slab,Attchd,56,131000
4,1838,721.0,1838,6,20,SFoyer,VinylSd,None,PConc,Attchd,11,185000
4,855,440.0,1456,6,12,2Story,Plywood,None,CBlock,Attchd,31,138000
3,684,216.0,1368,6,4,2Story,VinylSd,None,CBlock,Detchd,96,114504
3,798,220.0,1487,6,5,1.5Fin,VinylSd,None,CBlock,Detchd,65,113000
3,796,240.0,1154,4,2,1.5Fin,VinylSd,None,BrkTil,Detchd,88,125500
3,1020,528.0,1020,5,7,SLvl,HdBoard,BrkFace,CBlock,Detchd,43,165000
3,889,352.0,1440,5,4,1.5Fin,Wd Sdng,None,BrkTil,Attchd,106,79000
4,600,480.0,1236,6,22,2Story,VinylSd,BrkFace,PConc,Detchd,5,152000
3,1004,420.0,1664,6,6,1.5Fin,CemntBd,None,CBlock,Detchd,59,159000
3,1100,312.0,1100,4,11,1Story,Wd Sdng,None,PConc,Attchd,48,141000
3,1488,430.0,1488,6,11,1Story,HdBoard,BrkFace,CBlock,Attchd,42,167000
3,955,240.0,1453,5,6,1.5Fin,MetalSd,Stone,CBlock,Detchd,68,132000
4,1442,719.0,1442,7,15,1Story,HdBoard,None,PConc,Attchd,17,179900
3,900,280.0,900,5,7,1Story,MetalSd,BrkFace,CBlock,Detchd,43,122000
3,1045,264.0,1045,6,11,1Story,HdBoard,None,CBlock,Attchd,46,127000
4,1419,543.0,1419,6,11,1Story,MetalSd,None,PConc,Attchd,4,190000
4,1452,572.0,1452,5,7,SFoyer,HdBoard,BrkFace,CBlock,Detchd,43,158450
4,1464,480.0,1464,5,7,SLvl,HdBoard,None,CBlock,Attchd,46,175000
5,1746,758.0,1746,9,14,1Story,VinylSd,Stone,PConc,Attchd,3,377500
3,928,480.0,1536,5,6,1.5Fin,MetalSd,None,BrkTil,Detchd,80,138400
4,1734,660.0,1734,7,20,1Story,VinylSd,None,PConc,Attchd,1,260000
5,1976,908.0,1976,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,1,440000
4,1212,573.0,1212,7,20,1Story,VinylSd,None,PConc,Attchd,8,178000
3,1052,288.0,1052,5,11,1Story,HdBoard,BrkFace,CBlock,Attchd,38,138500
3,1057,576.0,1057,5,7,1Story,MetalSd,None,CBlock,Detchd,45,132000
3,1068,305.0,1609,6,5,1.5Fin,MetalSd,None,CBlock,Attchd,53,149900
3,1195,252.0,1668,7,6,1.5Fin,Wd Sdng,None,CBlock,Attchd,63,108000
4,924,280.0,924,5,20,1Story,HdBoard,None,CBlock,Detchd,33,110000
4,561,462.0,1229,6,10,2Story,MetalSd,None,CBlock,Attchd,29,124000
3,882,0.0,882,4,4,1.5Unf,MetalSd,None,CBlock,None,51,103200
5,1352,466.0,1352,7,22,1Story,VinylSd,None,PConc,Attchd,1,194000
3,948,300.0,948,5,7,1Story,Plywood,None,PConc,Attchd,39,108000
3,864,440.0,864,5,7,1Story,Wd Sdng,None,CBlock,Attchd,48,122000
4,880,450.0,1700,7,23,1.5Fin,VinylSd,None,PConc,Basment,26,148400
3,1276,350.0,1276,5,5,1Story,BrkComm,None,CBlock,Attchd,51,60000
4,1626,534.0,1626,7,15,1Story,HdBoard,BrkFace,PConc,Attchd,14,226500
3,480,308.0,480,2,2,1Story,AsbShng,None,CBlock,Detchd,57,35311
4,1012,0.0,1012,6,5,SFoyer,Plywood,BrkFace,CBlock,None,31,127500
3,889,484.0,889,5,13,1Story,HdBoard,None,CBlock,Attchd,24,137500
3,1117,542.0,1117,6,5,SLvl,Plywood,None,CBlock,Attchd,31,147000
5,1132,691.0,2452,8,27,2Story,VinylSd,Stone,PConc,BuiltIn,2,309000
4,2365,551.0,2365,7,19,1Story,BrkFace,None,CBlock,Attchd,38,315000
3,912,576.0,912,5,11,1Story,VinylSd,BrkFace,CBlock,Detchd,43,147000
4,1567,648.0,1567,8,18,1Story,VinylSd,None,PConc,Attchd,0,264561
3,1360,572.0,1360,5,11,SLvl,MetalSd,None,CBlock,Detchd,52,130000
4,769,440.0,1525,6,22,2Story,MetalSd,BrkFace,PConc,Detchd,7,177000
4,780,0.0,1200,5,2,1.5Fin,Wd Sdng,None,CBlock,None,78,119000
4,1073,246.0,1073,7,8,1Story,VinylSd,None,PConc,Detchd,2,157000
3,1159,336.0,1159,5,7,1Story,Plywood,BrkFace,CBlock,Attchd,38,158000
3,1040,352.0,1540,4,11,1.5Fin,MetalSd,None,PConc,Detchd,52,115000
4,894,308.0,894,5,7,1Story,Plywood,None,CBlock,Detchd,30,120750
4,814,663.0,1674,7,22,2Story,VinylSd,None,PConc,Attchd,10,216000
3,546,286.0,1092,4,1,2Story,CemntBd,BrkFace,CBlock,Attchd,37,75000
3,1430,484.0,1430,6,24,1Story,HdBoard,BrkFace,CBlock,Attchd,34,192000
3,1040,616.0,1040,6,7,SLvl,HdBoard,BrkFace,CBlock,Detchd,28,160500
4,1494,840.0,1494,7,20,1Story,VinylSd,Stone,PConc,Attchd,1,279500
4,1075,440.0,1075,5,7,SFoyer,HdBoard,None,CBlock,Detchd,45,148000
3,992,294.0,992,5,7,1Story,HdBoard,None,CBlock,Attchd,41,145000
4,1352,796.0,2520,8,26,2Story,MetalSd,None,PConc,Attchd,13,310000
3,1146,294.0,1146,6,11,SLvl,HdBoard,BrkFace,CBlock,Attchd,43,165000
4,1686,711.0,2448,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,15,402000
4,1026,936.0,1958,7,22,2Story,CemntBd,None,PConc,Attchd,3,250000
4,630,0.0,630,4,1,SFoyer,CemntBd,None,CBlock,None,36,73000
4,896,0.0,1792,5,11,2Story,VinylSd,None,CBlock,None,35,136000
5,1565,556.0,1565,9,27,1Story,MetalSd,BrkFace,PConc,Attchd,1,282500
4,1595,880.0,1595,8,22,1Story,VinylSd,BrkFace,PConc,Attchd,5,221500
4,1680,628.0,1680,4,19,1Story,VinylSd,None,PConc,Attchd,12,170000
3,1040,480.0,1040,6,11,1Story,HdBoard,None,CBlock,Attchd,42,163000
4,1328,752.0,2531,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,12,290000
4,1335,933.0,2538,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,11,330000
3,483,264.0,987,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,36,111000
4,840,530.0,1755,6,20,2Story,VinylSd,BrkFace,PConc,Attchd,7,214000
3,1152,636.0,1152,5,11,1Story,MetalSd,BrkFace,CBlock,Detchd,55,137500
4,1016,581.0,1884,7,22,2Story,CemntBd,None,PConc,Attchd,6,240900
4,1061,564.0,1923,7,26,2Story,HdBoard,None,PConc,Attchd,18,190000
4,1611,1231.0,1611,7,20,1Story,VinylSd,None,PConc,Attchd,7,250000
4,1437,528.0,1437,5,24,1Story,Plywood,None,CBlock,Attchd,31,218000
4,1091,473.0,2075,7,16,2Story,MetalSd,BrkFace,PConc,Attchd,14,255000
4,1670,690.0,1670,7,14,1Story,VinylSd,BrkFace,PConc,Attchd,0,240000
4,2140,894.0,2140,8,20,1Story,CemntBd,None,PConc,Attchd,1,360000
3,1265,502.0,1265,5,11,SLvl,BrkFace,None,PConc,Attchd,43,179900
3,1636,0.0,3086,5,23,1.5Fin,MetalSd,None,CBlock,None,61,200500
3,600,0.0,968,3,4,1.5Fin,VinylSd,None,BrkTil,None,99,37900
5,1312,471.0,1312,8,21,1Story,VinylSd,BrkFace,PConc,Attchd,6,180500
5,1168,820.0,2787,7,15,2Story,VinylSd,BrkFace,PConc,BuiltIn,9,269500
4,847,433.0,1733,7,14,2Story,VinylSd,None,PConc,BuiltIn,4,225000
3,720,720.0,1215,6,2,1.5Fin,Wd Sdng,None,BrkTil,Detchd,67,141000
5,1743,927.0,1743,9,27,1Story,VinylSd,Stone,PConc,Attchd,1,335000
4,1026,308.0,1026,5,20,1Story,CemntBd,None,CBlock,Attchd,33,150000
5,1842,894.0,1842,9,24,1Story,WdShing,None,CBlock,Attchd,25,385000
3,1186,486.0,1986,7,11,2Story,HdBoard,BrkFace,CBlock,Attchd,44,205000
4,1208,632.0,1208,7,20,1Story,VinylSd,Stone,PConc,Attchd,4,206000
4,1422,626.0,1422,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,3,179600
